,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,3729.0,0.0,19.0,0.0,304.8754606592428,304.8754606592428,7.745205604543302,6818.80062334662,6818.80062334662,25.1356135521362
1,1.0,3729.0,0.0,19.0,0.0,18.07284297477628,304.8754606592428,1.7558046908744973,110.30991934368326,6818.80062334662,3.054148676225787
2,2.0,3729.0,0.0,19.0,0.0,9.659188209175428,304.8754606592428,1.242998163510189,40.082346759410655,6818.80062334662,1.8588921716180407
3,3.0,3729.0,0.0,19.0,0.0,8.028301663814355,304.8754606592428,1.1495246922890785,26.633706240756073,6818.80062334662,1.6271457398756681
4,4.0,3729.0,0.0,19.0,0.0,7.870376870675536,304.8754606592428,1.1371645750578525,25.947094064545084,6818.80062334662,1.6000082335664116
5,5.0,3729.0,0.0,19.0,0.0,7.779147340428923,304.8754606592428,1.1314471563063309,25.345059105714405,6818.80062334662,1.5860251272436774
6,6.0,3729.0,0.0,19.0,0.0,7.758931377939338,304.8754606592428,1.130064867817204,25.232380525667487,6818.80062334662,1.5827301693358025
7,7.0,3729.0,0.0,19.0,0.0,7.7490526927878145,304.8754606592428,1.1294175768343693,25.17072786327438,6818.80062334662,1.5811709042774595
8,8.0,3729.0,0.0,19.0,0.0,7.745869678712211,304.8754606592428,1.1292115079394613,25.150600685870202,6818.80062334662,1.5806657559033637
9,9.0,3729.0,0.0,19.0,0.0,7.744494532013846,304.8754606592428,1.129124825434127,25.141162569851122,6818.80062334662,1.580451960278161
10,10.0,3729.0,0.0,19.0,0.0,7.744030009298199,304.8754606592428,1.1291015053202267,25.13736449543549,6818.80062334662,1.5803840898992736
11,11.0,3729.0,0.0,19.0,0.0,7.743883849894296,304.8754606592428,1.1290999395612002,25.13566039001783,6818.80062334662,1.5803668728872675
12,12.0,3729.0,0.0,19.0,0.0,7.743878375751496,304.8754606592428,1.1291085406139048,25.134950030011385,6818.80062334662,1.5803718521972865
13,13.0,3729.0,0.0,19.0,0.0,7.7439223298424364,304.8754606592428,1.129120544767976,25.134662723887363,6818.80062334662,1.5803842323072668
14,14.0,3729.0,0.0,19.0,0.0,7.743982651149324,304.8754606592428,1.129133578464676,25.13456937945003,6818.80062334662,1.5803987553324825
